Name,County,Address,Coordinates,Description,Verified_Access
HORSEHEAD SPRING,Jefferson,"Jefferson County, Florida","30.34486123, -83.99454301",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Not Verified
HORSESHOE SPRING,Pasco,"Pasco County, Florida","28.39755088, -82.68995213",Spring     one hon and two spring vents creating a h,Not Verified
HOSPITAL SPRING,Hernando,"Hernando County, Florida","28.53166667, -82.62722222",Natural spring in Florida,Not Verified
HOUSE SPRING,Citrus,"Citrus County, Florida","28.89595556, -82.58967778",Natural spring in Florida,Not Verified
HUDSON SPRINGS,Pasco,"Pasco County, Florida","28.36461389, -82.70278333",SWFWMD notes there are three vents that are in this group,Not Verified
HUNTER SPRING,Citrus,"Citrus County, Florida","28.89442972, -82.59248139",The spring vent is located within a designated swimming area about 40 feet offshore of the park. The spring is tidally influenced. T,County Park
IBIS GLADE SPRING,Wakulla,"Wakulla County, Florida","30.2449125, -84.2664944",This spring is listed in NWFWMD WRSR06-03.,Not Verified
IBIS SPRING,Washington,"Washington County, Florida","30.5781944, -85.83791669","Spring is referenced in NWFWMD WRSR 2008-01 and B66 appendix, more info in WRSR 2008-01; Station Alias #s are the DMS cords listed in B66",Not Verified
ICHETUCKNEE SPRINGS,Suwannee,"Suwannee County, Florida","29.98419444, -82.76186833",Natural spring in Florida,State Park
IDIOTS DELIGHT SPRING,Citrus,"Citrus County, Florida","28.88795184, -82.58945355",Natural spring in Florida,Not Verified
IDIOTS DELIGHT SPRING #2,Citrus,"Citrus County, Florida","28.88793056, -82.58945556",VHB Report Map as 22- Hammett 11/Idiots Delight #2,Not Verified
IDIOTS DELIGHT SPRING #3,Citrus,"Citrus County, Florida","28.88784444, -82.58959722",VHB Report Map as 23- Hammett 11A; Idiots Delight #3/Three Sisters Run/Spring has single vent and discharge volume was moderate.  djh 031521;,Not Verified
INDIAN CAVE SPRING,Marion,"Marion County, Florida","29.21558333, -82.048",Natural spring in Florida,Not Verified
INDIAN CREEK SPRING (MARION) #1,Marion,"Marion County, Florida","29.09330722, -82.41843028",Indian Creek Springs are at the headspring of Indian Creek;  The area is now private property and fenced off to prevent anyone comeing to Indian Creek Springs via the stream.  The owner has renamed the spring to self name as Gissy Spring but SWFWMD is not,Not Verified
INDIAN CREEK SPRING (MARION) #2,Marion,"Marion County, Florida","29.093585, -82.41843028",Indian Creek Springs are at the headspring of Indian Creek;  The area is now private property and fenced off to prevent anyone comeing to Indian Creek Springs via the stream.  The owner has renamed the spring to self name as Gissy Spring but SWFWMD is not,Not Verified
INDIAN CREEK SPRING (MARION) #3,Marion,"Marion County, Florida","29.09295513, -82.42089117",Indian Creek Springs are at the headspring of Indian Creek;  The area is now private property and fenced off to prevent anyone comeing to Indian Creek Springs via the stream.  The owner has renamed the spring to self name as Gissy Spring but SWFWMD is not,Not Verified
INDIAN CREEK SPRING (MARION) #4,Marion,"Marion County, Florida","29.09300447, -82.42117403",Indian Creek Springs are at the headspring of Indian Creek;  The area is now private property and fenced off to prevent anyone comeing to Indian Creek Springs via the stream.  The owner has renamed the spring to self name as Gissy Spring but SWFWMD is not,Not Verified
INDIAN SPRING,Wakulla,"Wakulla County, Florida","30.25079957, -84.32208389",This spring is listed in FGS Bulletin 66 and NWFWMD WRSR 06-03. The spring is surrounded by YMCA Camp Indian Springs.,Not Verified
INDIAN SPRINGS (GADSDEN),Gadsden,"Gadsden County, Florida","30.52449764, -84.79124189","Spring is listed in FL Bureau of Geology B31R, Rosenau 1977 p. 116 - "" Indian Springs is a series of seeps at the head of a small steep-sided valley that is a tributary to Telogia Creek in the Okeechobee River drainage basin.",Not Verified
INDIAN WASHTUB SPRING,Jackson,"Jackson County, Florida","30.78806051, -85.14512697",Spring is listed in FGS B66 appendix B2 (springs not visited by FGS springs team); Spring is also listed in NWFWMD WRSR 04-01 with associated hydrologic data,Not Verified
INDIGO SPRINGS,Putnam,"Putnam County, Florida","29.6675, -81.76194444",Natural spring in Florida,Not Verified
IRON SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","29.826529, -83.30763683",Information on this spring can be found in SRWMD WR00-03; spring is also listed in FGS Bulletin 66 Appendix B2.,Not Verified
IRON SPRINGS (DIXIE),Dixie,"Dixie County, Florida","29.67362444, -82.95759278",Information on this spring can be found in SRWMD report WR99-02 and FGS Bulletin 66.,Not Verified
ISABELLA SPRING,Hernando,"Hernando County, Florida","28.565003, -82.673811",Natural spring in Florida,Not Verified
ISLAND SPRING,Seminole,"Seminole County, Florida","28.82344444, -81.41716667",Natural spring in Florida,County Park
JABO SPRING,Taylor,"Taylor County, Florida","29.88258617, -83.62291891",Originally cataloged by SRWMD - Hornsby; Spring Discharge estimated in 2000 SRWMD report,Not Verified
JACK PAUL HEAD SPRING,Washington,"Washington County, Florida","30.61299495, -85.73384502",Spring is listed in FGS B66 and NWFWMD WRSR 2008-01; Jack Paul Springs consists of 3 spring vents. Two vents are located within the 40 ft (12.2 m) diameter spring pool at depths of approximately 10 ft (3.1 m). One vent is on the west side and the other on the east side of the pool.,Not Verified
JACKSON BLUE SPRING,Jackson,"Jackson County, Florida","30.79051495, -85.14008836","Spring is listed in FGS B31, B31R, B66 and NWFWMD WRSR 04-02",County Park
JACKSON SPRING (HOLMES),Holmes,"Holmes County, Florida","30.71185561, -85.92805425",Natural spring in Florida,Not Verified
JACOBS WELL SPRING,Marion,"Marion County, Florida","29.21505556, -82.05188889",Natural spring in Florida,Not Verified
JAD SPRING,Taylor,"Taylor County, Florida","29.96919995, -83.75280002",Natural spring in Florida,Not Verified
JAMISON SPRINGS,Columbia,"Columbia County, Florida","29.92582583, -82.77012278",Natural spring in Florida,Not Verified
JEFFERSON SPRING,JF,"JF County, Florida","30.34523822, -83.99571926",This spring is listed in FGS B66 Appedix B2.,Not Verified
JEFFERSON SPRING,Jefferson,"Jefferson County, Florida","30.32494801, -83.98586364",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Not Verified
JEFFERSON SPRING,Jefferson,"Jefferson County, Florida","30.32319634, -83.9866903",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Not Verified
JEFFERSON SPRING,Jefferson,"Jefferson County, Florida","30.30228195, -83.97961861",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,Not Verified
JENKINS CREEK SPRING,Hernando,"Hernando County, Florida","28.52203056, -82.63406667",Natural spring in Florida,Not Verified
JENKINS CREEK SPRING #5,Hernando,"Hernando County, Florida","28.52222222, -82.63444444",Natural spring in Florida,Not Verified
JOHNSON SPRING,Gilchrist,"Gilchrist County, Florida","29.83149806, -82.67971044",Spring,Not Verified
JONATHAN SPRING,Columbia,"Columbia County, Florida","29.8337895, -82.67541621",Spring     2 Boils,Not Verified
JORDAN SPRING,Jackson,"Jackson County, Florida","30.76958329, -85.1992528",Spring is listed in FGS B66 appendix B2 and NWFWMD WRSR 0401,Not Verified
JUAREZ 1 SPRING,Hernando,"Hernando County, Florida","28.490333, -82.655533",Fresh Water Spring by coastal waters; Station Names are Canal Street Names,Not Verified
JUAREZ 2 SPRING,Hernando,"Hernando County, Florida","28.4899, -82.6555",Fresh Water Spring by coastal waters; Station Names are Canal Street Names,Not Verified
JUG ISLAND SPRING,Taylor,"Taylor County, Florida","29.84657051, -83.60918614",There is a very pronounced copper-colored staining of the bank and trees surrounding the spring due to iron deposition from the spring water.,Not Verified
JULY SPRING,Columbia,"Columbia County, Florida","29.83617452, -82.69639622",Natural spring in Florida,Not Verified
JUNIPER SPRINGS,Marion,"Marion County, Florida","29.18370603, -81.71241136",Natural spring in Florida,National Forest
JURASSIC SPRING,Citrus,"Citrus County, Florida","28.89502222, -82.58998056",Spring has two larger main vents with flow coming from several points within; sea-walled for swimming area and boat dock; discharge moderate to high,Not Verified
Jackson Blue Spring Apalachicola,JK,"JK County, Florida","30.6164733, -84.92205204",Spring is listed in FGS B66 p. 503,County Park
KAT HOLLAND SPRING,Taylor,"Taylor County, Florida","29.96159995, -83.74330002",Natural spring in Florida,Not Verified
KF SPRING,Taylor,"Taylor County, Florida","29.97089995, -83.74690002",Natural spring in Florida,Not Verified
KING SPRING (CITRUS),Citrus,"Citrus County, Florida","28.88176944, -82.59517778",Natural spring in Florida,Not Verified
KING SPRING (JACKSON),Jackson,"Jackson County, Florida","30.63653346, -84.91951358",Spring is listed in FGS B66,Not Verified
KINGFISH SPRING,Hernando,"Hernando County, Florida","28.501967, -82.65395",Fresh Water Spring by coastal waters; Station Names are Canal Street Names,Not Verified
KINGS BAY SPRING #1,Citrus,"Citrus County, Florida","28.88811667, -82.58973056","Crystal River/Kings Bay Complex is a tidally influenced, spring-fed system of more than 70 springs; Mapping at Kings Bay/Idiots Delight #1; VHB Report Map as 21 - Hammett 9/Kings Bay #1/Idiots Delight #1.",Not Verified
KISSENGEN SPRING,Polk,"Polk County, Florida","27.84257803, -81.81094397",Natural spring in Florida,Not Verified
LADIES PARLOR SPRING,Marion,"Marion County, Florida","29.21463889, -82.05144444",Natural spring in Florida,Not Verified
LAFAYETTE BLUE SPRING,Lafayette,"Lafayette County, Florida","30.12583417, -83.22613333",Natural spring in Florida,County Park
LAFAYETTE SPRING,Suwannee,"Suwannee County, Florida","30.10680556, -83.10680556",Natural spring in Florida,Not Verified
LAFAYETTE SPRING,Lafayette,"Lafayette County, Florida","30.11430556, -83.22663889",Natural spring in Florida,Not Verified
LAFAYETTE UNNAMED SPRING,Lafayette,"Lafayette County, Florida","29.89455921, -83.2441454",Information on this spring can be found in FGS Bulletin 66.,Not Verified
LAKE BLUE SPRING,Lake,"Lake County, Florida","28.74865032, -81.82780942",Spring     Used as residential swimming pool.          Film,County Park
LAKE LOWERY EAST SPRING,Clay,"Clay County, Florida","29.8611455, -81.98011267",Seep,Not Verified
LAKE LOWERY NORTH SPRING,Clay,"Clay County, Florida","29.87158829, -81.98823111",Seep,Not Verified
LAKE LOWRY WEST SPRING,Clay,"Clay County, Florida","29.86602318, -81.99562096",Seep,Not Verified
LAKE UNNAMED SPRING,Lake,"Lake County, Florida","28.87452778, -81.44504722",Natural spring in Florida,Not Verified
LAMARS LANDING SPRING,Jackson,"Jackson County, Florida","30.78034606, -85.1654678",Unable to identify exact location and data reference/source,Not Verified
LANCASTER SPRING,Levy,"Levy County, Florida","29.19070032, -82.98817211",Spring     Accessible during low tide,Not Verified
LAST SPRING,Hillsborough,"Hillsborough County, Florida","28.03410796, -82.34258435",Spring     Boils up in the middle of Tampa Bypass Canal,Not Verified
LEAF SPRING,Jackson,"Jackson County, Florida","30.8302557, -85.23646203",Spring is listed in NWFWMD WRSR 0401,Not Verified
LEON UNNAMED SPRING #1,Leon,"Leon County, Florida","30.28277778, -84.15111111",Natural spring in Florida,Not Verified
LEON UNNAMED SPRING #2,Leon,"Leon County, Florida","30.280982, -84.147329",Natural spring in Florida,Not Verified
LETTUCE CREEK SPRING,Citrus,"Citrus County, Florida","28.71888889, -82.57694444",Natural spring in Florida,Not Verified
LETTUCE LAKE SPRING,Hillsborough,"Hillsborough County, Florida","28.01821301, -82.35006614",Natural spring in Florida,Not Verified
LEV719991 SPRING (LEVY),Levy,"Levy County, Florida","29.45102765, -82.69536535","Spring     Discharge estimated by D. Hornsby, SRWMD",Not Verified
LEVY BLUE SPRING,Levy,"Levy County, Florida","29.45074611, -82.69896639",Natural spring in Florida,County Park
LIGHTBOURNS LEDGE,Citrus,"Citrus County, Florida","28.88011389, -82.59519722",Spring was evaluated by Rosenau 1977 but no longer flowing in 2008 visit,Not Verified
LILLY SPRING,Gilchrist,"Gilchrist County, Florida","29.82971704, -82.66121249",Spring,Not Verified
LIME SINK SPRING ON DRY RUN DISCHARGE,Suwannee,"Suwannee County, Florida","30.38949722, -83.16411944",Lime Sink Spring on Dry Run is where discharge fills Lime Sink Pool and then exits to Dry Run on the way to the river. Djh 061821;,Not Verified
LIME SINK SPRING ON DRY RUN FOOTBRIDGE,Suwannee,"Suwannee County, Florida","30.388617, -83.16195142",Station is at the Old Footbridge. Lime Sink Spring has decreased flow over the years and is now a 2nd mag spring that sometimes goes dry or backflows; This station is where an old foot trail goes over a footbridge that spans the Lime Sink Spring's Dry Run,Not Verified
LIME SPRINGS (SUWANNEE),Suwannee,"Suwannee County, Florida","30.39121879, -83.16869998",Flowing from a series of boils in river bed and was observed honing tannic surface water back into the vent.,Not Verified
LITHIA SPRING MAJOR,Hillsborough,"Hillsborough County, Florida","27.86627829, -82.23147058",Natural spring in Florida,Not Verified
LITHIA SPRING MINOR,Hillsborough,"Hillsborough County, Florida","27.86519498, -82.23090317","Spring listed in FGS-B66 tables, source listed as SWFWMD.",Not Verified
LITTLE AWESOME,Columbia,"Columbia County, Florida","29.85406401, -82.72455078",Spring type is estavelle.  SRWMD 070115;,Not Verified
LITTLE BLUE SPRING (GILCHRIST),Gilchrist,"Gilchrist County, Florida","29.83031825, -82.68382851",Spring,County Park
LITTLE BLUE SPRING (JEFFERSON),Jefferson,"Jefferson County, Florida","30.33084162, -83.98903659",This spring is listed in FGS Bulleitn 66 and SRWMD WR-00-03.,County Park
LITTLE CHASSAHOWITZKA SPRING,Citrus,"Citrus County, Florida","28.71527778, -82.57555556",Natural spring in Florida,Not Verified
LITTLE COPPER SPRING,Dixie,"Dixie County, Florida","29.63371192, -82.96684627","Information on this spring can be found in FGS Bulletins 31, 31R and 66, and SRWMD report WR99-02.",Not Verified
LITTLE DEVIL SPRING,Gilchrist,"Gilchrist County, Florida","29.83456336, -82.69703264",Spring,Not Verified
LITTLE FANNING SPRING,Levy,"Levy County, Florida","29.58620547, -82.93459332",Information about this spring can be found in the FGS Bulletin 66 on pg. 561 and SRWMD report WR99-02.,Not Verified
LITTLE FANNING SPRING,Madison,"Madison County, Florida","30.30671472, -83.21489306",Natural spring in Florida,Not Verified
LITTLE HIDDEN SPRING,Citrus,"Citrus County, Florida","28.88578139, -82.59406167",Natural spring in Florida,Not Verified
LITTLE HORN SPRING #1,Leon,"Leon County, Florida","30.31834713, -84.12915288",This spring is mentioned in the write up for Horn Spring in FGS Bulletins 31R and 66.,Not Verified
LITTLE HORN SPRING #2,Leon,"Leon County, Florida","30.31814752, -84.12902531","No official publication lists Little Horn Spring 2 and 3, this spring is located SE of Little Horn Spring #1 and has a small spring run that feeds into Little Horn Spring #1",Not Verified
LITTLE HORN SPRING #3,Leon,"Leon County, Florida","30.31798652, -84.13009266","No official publication lists Little Horn Spring 2 and 3, this spring is located SW of Little Horn Spring #2 and has a small spring run that feeds into the St. Marks River",Not Verified
LITTLE KING SPRING,Levy,"Levy County, Florida","29.110846, -82.647815",Natural spring in Florida,Not Verified
LITTLE LAGOON SPRING,Jackson,"Jackson County, Florida","30.62067565, -85.167359",Spring is listed in FGS B66 and NWFWMD WRSR0401 reports.,Not Verified
LITTLE OTTER SPRING (GILCHRIST),Gilchrist,"Gilchrist County, Florida","29.63641722, -82.95842736",INformation on this spring can be found in SRWMD WR99-02 and FGS Bulletin 66.,Not Verified
LITTLE RIVER SPRING,Suwannee,"Suwannee County, Florida","29.99677641, -82.96636474",This spring is listed in SRWMD report WR99-02 and FGS Bulletin 66.,Not Verified
LITTLE ROCKY CREEK SPRING,Jackson,"Jackson County, Florida","30.69673367, -85.14143699",Spring is listed in NWFWMD WRSR04-01,Not Verified
